Name,Chromosome,Region,Identifier,wtN_vs_wtO - Max group means,wtN_vs_wtO - Fold change,wtN_vs_wtO - Log fold change,wtN_vs_wtO - P-value,wtN_vs_wtO - FDR p-value,wtN_vs_wtO - Bonferroni,WT5_N - Total counts,WT5_N - RPKM,WT5_N - TPM,WT5_N - CPM,WT6_N - Total counts,WT6_N - RPKM,WT6_N - TPM,WT6_N - CPM,WT7_N - Total counts,WT7_N - RPKM,WT7_N - TPM,WT7_N - CPM,WT8_N - Total counts,WT8_N - RPKM,WT8_N - TPM,WT8_N - CPM,Wt11N - Total counts,Wt11N - RPKM,Wt11N - TPM,Wt11N - CPM,Wt13N - Total counts,Wt13N - RPKM,Wt13N - TPM,Wt13N - CPM,Wt14N - Total counts,Wt14N - RPKM,Wt14N - TPM,Wt14N - CPM,Wt17N - Total counts,Wt17N - RPKM,Wt17N - TPM,Wt17N - CPM,Wt19N - Total counts,Wt19N - RPKM,Wt19N - TPM,Wt19N - CPM,Wt20N - Total counts,Wt20N - RPKM,Wt20N - TPM,Wt20N - CPM,Wt0O - Total counts,Wt0O - RPKM,Wt0O - TPM,Wt0O - CPM,WT1_O - Total counts,WT1_O - RPKM,WT1_O - TPM,WT1_O - CPM,WT2_O - Total counts,WT2_O - RPKM,WT2_O - TPM,WT2_O - CPM,WT3_O - Total counts,WT3_O - RPKM,WT3_O - TPM,WT3_O - CPM,WT4_O - Total counts,WT4_O - RPKM,WT4_O - TPM,WT4_O - CPM
alr,NC_000913,4265782..4266861,948564,44.56214971,-1.278775966,-0.354763534,0.005041073,0.016652617,1,157,32.22953221,17.72574436,37.77487172,184,32.07260256,18.30568925,34.90220151,127,27.57469557,15.83331768,30.64093955,176,32.98235164,18.16850649,36.70321801,126,29.21964188,15.90623832,36.02883402,139,32.29353089,17.95359837,40.66310877,136,30.88634789,17.37054207,37.6899882,115,29.89092308,16.84111786,36.73910231,168,38.27083405,21.32843335,46.05355918,146,30.13342751,16.31260472,42.92149935,204,46.86745899,29.98361466,52.45150403,230,44.84629848,29.01161138,48.93523554,245,41.74195894,27.17784859,45.5364108,343,48.81560116,31.80633292,51.87745809,259,40.539431,26.42488562,43.68596503
tyrB,NC_000913,4267114..4268307,948563,240.7088093,1.063560979,0.088902753,0.536304434,0.672216175,1,1491,276.8543947,152.2656361,358.7409792,1517,239.1780875,136.5127678,287.7534766,1094,214.8541547,123.3686906,263.9463612,1325,224.5971581,123.7205573,276.3168401,1032,216.4728673,117.8409041,295.0933072,1123,235.9934324,131.2006209,328.522814,1068,219.3907596,123.3857895,295.9772603,938,220.5280076,124.249698,299.6632866,1066,219.6520591,122.4126523,292.2207981,1302,243.0670501,131.583329,382.7656997,1068,221.9381298,141.9856656,274.5990505,1376,242.6814771,156.9935746,292.7603657,1526,235.1693422,153.1168383,283.6267872,1894,243.8169674,158.8615822,286.4603663,1836,259.93813,169.4359093,309.6812039
yjbS,NC_000913,complement(4268809..4269012),5061529,0.546466335,2.455658537,1.296109966,0.304579107,0.447980942,1,2,2.173591531,1.195441733,0.481208557,0,0,0,0,2,2.298955629,1.320054277,0.482534481,1,0.992116192,0.546512562,0.208541011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.753456372,0.490922648,0.151246234,0,0,0,0
aphA,NC_000913,4269414..4270127,948562,26.19018601,1.727052639,0.788312056,8.56317E-07,6.6924E-06,0.003841436,91,28.25668991,15.54074252,21.89498934,102,26.89317606,15.34949099,19.34795953,81,26.60220085,15.27491377,19.54264649,93,26.36194454,14.52161949,19.39431406,84,29.46518509,16.03990418,24.01922268,68,23.89654907,13.28529376,19.89274386,84,28.85575754,16.22853411,23.27911036,55,21.62368568,12.18319816,17.57087502,77,26.53230092,14.78651892,21.10788129,75,23.41437041,12.67527131,22.04871542,52,18.07049828,11.5606621,13.36999122,51,15.04161564,9.730602576,10.85085658,66,17.00889975,11.07435573,12.26695148,74,15.93022043,10.37950742,11.19222128,75,17.75679954,11.57444456,12.65037598
yjbQ,NC_000913,4270238..4270654,948561,274.7524721,2.044942404,1.03206021,3.09752E-14,6.01536E-13,1.38955E-10,578,307.3051854,169.0131002,139.069273,643,290.2786221,165.6787984,121.9680194,582,327.2786618,187.922547,140.417534,673,326.6417657,179.9323803,140.3481007,482,289.493677,157.591097,137.8245873,418,251.5154769,139.8301063,122.2818666,406,238.8038832,134.3037679,112.5157001,417,280.7147559,158.1600634,133.2191797,402,237.1769058,132.1792941,110.199588,371,198.3157869,107.3574202,109.0676456,241,143.3989541,91.73996361,61.96476702,319,161.0931785,104.2131202,67.87104408,335,147.8220598,96.24573602,62.2640719,386,142.2785816,92.70314874,58.38104613,357,144.7217486,94.33422128,60.21578964
yjbR,NC_000913,4270658..4271014,948560,182.8987967,2.429236807,1.280503134,0,0,0,354,219.8432578,120.9103924,85.17391459,352,185.6156465,105.9415848,66.76942897,360,236.4640076,135.7770113,86.85620661,430,243.7771215,134.2859437,89.67263491,248,173.9849024,94.71181518,70.91389552,180,126.5111421,70.33390813,52.65726315,229,157.3325828,88.48415028,63.46328895,253,198.9379083,112.0854231,80.82602507,211,145.4107921,81.03780499,57.84107731,226,141.1106057,76.38963508,66.44012913,122,84.79233807,54.24618372,31.36805633,162,95.55849935,61.81794578,34.46742677,153,78.85944429,51.3447402,28.43702388,196,84.38711365,54.98333662,29.64426177,148,70.08016884,45.68047455,24.96340859
uvrA,NC_000913,complement(4271049..4273871),948559,46.68342743,1.210556875,0.275670862,0.053419728,0.117298531,1,529,41.54539563,22.84932519,127.2796633,823,54.88189418,31.32427119,156.1114774,662,54.98925962,31.57468827,159.7189133,765,54.84578568,30.21209719,159.5338737,556,49.32783022,26.8524928,158.9843787,460,40.88570032,22.73041759,134.5685614,517,44.91910256,25.26259056,143.2773816,462,45.94056579,25.88379358,147.5953501,461,40.17653218,22.39048378,126.3731594,498,39.32220812,21.2869126,146.4034704,466,40.95812194,26.20309639,119.8156906,554,41.32581328,26.73416705,117.8700891,620,40.41208977,26.31198163,115.2349987,796,43.34015568,28.2387472,120.3920019,771,46.1684336,30.09404787,130.045865
ssb,NC_000913,4274125..4274661,948570,224.5144035,-1.385569597,-0.470479179,0.002133207,0.007837482,1,337,139.134144,76.52162777,81.08364185,492,172.4769057,98.44254554,93.32545186,371,162.0057335,93.02326618,89.51014626,399,150.3804275,82.83787051,83.20786356,313,145.9816107,79.46771896,89.50019879,288,134.5682763,74.81327435,84.25162104,291,132.9138106,74.75098534,80.64548946,303,158.3921248,89.24115309,96.79954781,331,151.6477981,84.51370438,90.73647672,316,131.1693087,71.00795565,92.89858764,426,196.8340867,125.9252696,109.531082,562,220.386279,142.570542,119.5721842,649,222.3826539,144.7915299,120.6250229,868,248.4469771,161.8783151,131.2817307,745,234.5220206,152.8688839,125.6604014
yjcB,NC_000913,complement(4274760..4275041),948569,151.5304977,-1.287009803,-0.364023042,0.046967823,0.106628368,1,133,104.5636267,57.50837781,32.00036904,176,117.490755,67.05876913,33.38471449,65,54.04991426,31.03531863,15.68237064,99,71.05240646,39.13960175,20.64556013,100,88.81350115,48.34722892,28.59431271,157,139.6931246,77.66243532,45.92883508,121,105.2416547,59.18811112,33.53300421,93,92.57614291,52.15916984,29.7107523,155,135.2274911,75.36262545,42.48989091,181,143.0701062,77.45040247,53.21089988,157,138.1387559,88.37473408,40.36708889,221,165.0310595,106.7605829,47.0203785,251,163.7778293,106.6344072,46.6515882,265,144.4391896,94.11091622,40.08025188,244,146.2656543,95.34058791,41.15588984
pdeC,NC_000913,4275471..4277057,948568,9.4042388,1.013323734,0.019095157,0.929620218,0.95846387,1,69,9.639405922,5.301524205,16.60169522,63,7.473151002,4.265359499,11.9502103,94,13.88934252,7.975223947,22.67912062,95,12.11544537,6.673858502,19.81139609,65,10.25804333,5.584150637,18.58630326,43,6.798545623,3.779653517,12.57923509,39,6.027525914,3.389892286,10.80815838,41,7.252240071,4.086050787,13.09828865,39,6.046026984,3.369466247,10.69100481,53,7.444205881,4.029889661,15.58109223,47,7.348283907,4.701089367,12.08441514,67,8.890381518,5.751295032,14.25504688,88,10.20319632,6.643217803,16.35593531,108,10.46008241,6.81537983,16.33459322,95,10.11924984,6.596047678,16.02380957
soxS,NC_000913,complement(4277060..4277383),948567,60.17233557,-2.18476055,-1.127475169,2.37133E-08,2.3745E-07,0.000106378,37,25.31831617,13.9246824,8.902358304,44,25.56511798,14.59149143,8.346178622,35,25.33108517,14.54504249,8.444353421,39,24.36196428,13.41991957,8.133099446,29,22.41718557,12.20319871,8.292350686,37,28.65373245,15.93005131,10.82399298,35,26.49564157,14.9012003,9.699629316,25,21.66008919,12.20370859,7.986761371,29,22.02091642,12.27231284,7.949721525,36,24.7672007,13.40762032,10.5833834,97,74.28339089,47.52304938,24.94017594,81,52.64565473,34.05710902,17.23371339,119,67.58221923,44.00223105,22.11768524,112,53.13262711,34.61913787,16.93957815,102,53.21778587,34.68903904,17.20451133
soxR,NC_000913,4277469..4277933,948566,12.3961868,-1.00733898,-0.010549247,0.959236415,0.974662414,1,24,11.44290768,6.293422282,5.774502684,34,13.76467936,7.856298612,6.449319844,34,17.1457594,9.84504996,8.20308618,20,8.705019494,4.795206992,4.170820229,19,10.23360729,5.570848442,5.432919415,14,7.554392931,4.199867059,4.095564912,18,9.494475062,5.339711224,4.988380791,21,12.67744059,7.14271254,6.708879551,24,12.69815692,7.076715214,6.579079883,20,9.587303496,5.190046574,5.879657445,21,11.20550253,7.168757965,5.399419533,27,12.22737787,7.910038223,5.744571129,26,10.2884723,6.698740298,4.832435431,47,15.53578429,10.12250829,7.108572975,35,12.723797,8.293774041,5.903508788
ryjA,NC_000913,complement(4277927..4278066),2847753,110.2012797,2.074445603,1.052725827,0.051499524,0.114143708,1,136,215.3718695,118.451198,32.72218188,136,182.8735972,104.3765387,25.79727938,153,256.2678682,147.148336,36.91388781,178,257.3265941,141.7497438,37.12030003,15,26.83436499,14.60776988,4.289146907,8,14.33792944,7.971176255,2.340322807,8,14.01565366,7.882430855,2.217058129,14,28.07147559,15.81600634,4.472586368,40,70.29336867,39.1746735,10.96513314,23,36.62007532,19.82412433,6.761606062,1,1.772298869,1.133834168,0.257115216,43,64.67894724,41.84159108,9.148761427,47,61.77323136,40.22004649,8.735556357,70,76.85254993,50.07411014,10.58723635,63,76.07012922,49.58492051,10.62631582
ghxP,NC_000913,4278479..4279828,948565,109.2415021,-1.674339179,-0.743591811,1.08251E-05,6.71727E-05,0.048561209,270,44.34126724,24.38701134,64.96315519,450,62.75074413,35.81547897,85.35864499,222,38.56114908,22.1417104,53.56132741,293,43.92649559,24.19714728,61.10251635,228,42.29891015,23.02617356,65.19503298,343,63.75068257,35.44221146,100.3413403,445,80.8495577,45.46994836,123.3238584,281,58.4302566,32.92072431,89.77119781,367,66.88283856,37.27397638,100.6050965,490,80.90618894,43.79822637,144.0516074,576,105.8653191,67.7276943,148.0983643,680,106.0712451,68.6187678,144.6780877,836,113.9470291,74.18998016,155.3813854,931,105.9995911,69.06518006,140.8102434,913,114.3243259,74.52021799,153.9972435
yjcE,NC_000913,4279980..4281629,948577,44.91979225,1.321137086,0.401780173,0.004469604,0.014996741,1,351,47.16298425,25.93891206,84.45210175,434,49.51604173,28.26166886,82.32367095,251,35.67143152,20.48244218,60.55807739,346,42.44092686,23.37881373,72.15518995,305,46.29605596,25.20209188,87.21265377,304,46.22896038,25.70100465,88.93226665,306,45.48716689,25.58207105,84.80247345,299,50.86891637,28.66052058,95.521666,290,43.24107224,24.09835976,79.49721525,313,42.28436628,22.8904645,92.01663902,234,35.18818846,22.51176202,60.16496051,291,37.13911643,24.02574236,61.91371106,367,40.92725503,26.64740153,68.21168474,411,38.28654306,24.94601123,62.16220197,353,36.16532743,23.57370632,59.54110292
yjcF,NC_000913,complement(4281783..4283075),948576,1.172319684,1.726037869,0.787464118,0.05044267,0.112133705,1,11,1.886132791,1.03734387,2.646647063,5,0.727966869,0.415492795,0.948429389,8,1.450849028,0.833073697,1.930137925,9,1.408758955,0.776022477,1.876869103,8,1.549599834,0.843552579,2.287545017,1,0.194055503,0.107885216,0.292540351,8,1.517549507,0.853472792,2.217058129,7,1.519724123,0.856241642,2.236293184,5,0.9513797,0.530206331,1.370641642,3,0.517180525,0.27997351,0.881948617,8,1.535169941,0.982130138,2.056921727,5,0.814317939,0.526792096,1.063809468,3,0.426926613,0.277968431,0.557588704,3,0.356624362,0.23236246,0.453738701,6,0.784430309,0.51131653,1.012030078
actP,NC_000913,complement(4283253..4284902),948575,4.558585834,-1.729490151,-0.790346798,0.000108517,0.000567377,0.486809284,15,2.015512147,1.108500516,3.609064177,28,3.194583338,1.823333475,5.311204577,19,2.700227884,1.55046375,4.584077571,22,2.698556043,1.486514167,4.587902251,12,1.821484169,0.991557713,3.431317525,13,1.976896332,1.09905612,3.803024561,16,2.378413955,1.33762463,4.434116259,15,2.551952326,1.437818758,4.792056822,13,1.938392894,1.0802713,3.56366827,21,2.836970262,1.535781964,6.173640318,24,3.60904497,2.308898669,6.17076518,35,4.466904038,2.889694098,7.446666278,37,4.126181025,2.68652277,6.876927345,62,5.77558557,3.763145247,9.377266477,47,4.815213567,3.138708773,7.927568944
yjcH,NC_000913,complement(4284899..4285213),948574,4.747086062,-1.353575984,-0.436775877,0.233642649,0.369032145,1,5,3.519148194,1.935477091,1.203021392,10,5.976261346,3.410997997,1.896858778,7,5.210966093,2.992123027,1.688870684,5,3.212566718,1.769659723,1.042705057,2,1.590184592,0.865645623,0.571886254,1,0.796551636,0.442843125,0.292540351,3,2.335942277,1.313738476,0.831396799,4,3.564631821,2.008381757,1.277881819,3,2.343112289,1.30582245,0.822384985,1,0.707634306,0.383074866,0.293982872,9,7.089195478,4.535336672,2.314036943,9,6.016646255,3.89224103,1.914857043,5,2.920720159,1.901657044,0.929314506,7,3.415668886,2.225516006,1.058723635,8,4.293199533,2.798443486,1.349373437
acs,NC_000913,complement(4285413..4287371),948572,24.49248868,-5.498992315,-2.45916727,0,0,0,20,2.263464382,1.244870411,4.81208557,69,6.630629931,3.784483995,13.08832557,39,4.668323375,2.680539006,9.409422383,43,4.44249272,2.447171103,8.967263491,24,3.068350055,1.670311615,6.862635051,41,5.251385591,2.919509425,11.99415438,28,3.505702039,1.971613639,7.759703453,29,4.155552793,2.341317937,9.26464319,24,3.014110755,1.679771605,6.579079883,25,2.844624889,1.539925764,7.349571807,186,23.55827594,15.07148634,47.82343015,246,26.44375919,17.10678676,52.33942584,252,23.66990977,15.41128496,46.8374511,315,24.71521514,16.10346574,47.64256355,279,24.07528337,15.69303253,47.05939863
nrfA,NC_000913,4287764..4289200,948571,4.75662674,-1.866086241,-0.900015662,0.000160297,0.000794579,0.719094338,17,2.6228307,1.442516329,4.090272734,27,3.537098312,2.018826581,5.1215187,20,3.263653085,1.873981019,4.825344812,15,2.112648259,1.163763701,3.128115171,7,1.220026801,0.664143562,2.00160189,19,3.317579359,1.844409259,5.558266666,11,1.877531893,1.055927585,3.048454928,10,1.953477773,1.100626746,3.194704548,10,1.712086224,0.954150016,2.741283285,7,1.08582717,0.587807989,2.057880106,35,6.043329478,3.866240378,8.999032555,24,3.517037477,2.275213964,5.106285448,43,5.50607579,3.584960983,7.992104752,43,4.599387122,2.996780426,6.503588041,35,4.117303832,2.683789095,5.903508788
nrfB,NC_000913,4289245..4289811,948573,4.037099549,-1.55980422,-0.64136496,0.036301113,0.086620634,1,6,2.346098796,1.29031806,1.443625671,8,2.656116154,1.51599911,1.517487022,11,4.549256113,2.612170897,2.653939646,5,1.784759288,0.983144291,1.042705057,5,2.208589711,1.202285587,1.429715636,2,0.885057373,0.492047917,0.585080702,8,3.460655225,1.946279223,2.217058129,4,1.980351012,1.115767643,1.277881819,6,2.603458099,1.450913833,1.644769971,4,1.572520679,0.85127748,1.175931489,8,3.500837273,2.23967243,2.056921727,7,2.599785419,1.681832544,1.489333256,14,4.543342469,2.95813318,2.602080617,22,5.963866308,3.885821598,3.327417137,12,3.577666277,2.332036238,2.024060156
nrfC,NC_000913,4289808..4290479,948581,0.755455296,1.192415277,0.253886764,0.692375924,0.796001639,1,0,0,0,0,1,0.280137251,0.159890531,0.189685878,1,0.348948622,0.200365381,0.241267241,2,0.60235626,0.331811198,0.417082023,4,1.490798055,0.811542771,1.143772508,4,1.493534317,0.83033086,1.170161403,7,2.554936866,1.436901458,1.939925863,1,0.417730292,0.235357237,0.319470455,1,0.366111295,0.204034758,0.274128328,0,0,0,0,2,0.738457862,0.472430903,0.514230432,4,1.25346797,0.810883548,0.851047575,2,0.54763503,0.356560696,0.371725802,3,0.686183482,0.447090269,0.453738701,1,0.25155466,0.163971298,0.16867168
nrfD,NC_000913,4290476..4291432,948580,1.123063952,1.173354123,0.230638491,0.548016281,0.683648786,1,5,1.158340315,0.637069262,1.203021392,3,0.59013239,0.336822686,0.569057633,8,1.960238029,1.125563521,1.930137925,4,0.845942333,0.465991902,0.834164046,4,1.046829982,0.569860755,1.143772508,3,0.786563527,0.437290233,0.877621052,3,0.768883822,0.432421755,0.831396799,8,2.346622829,1.322132191,2.555763639,4,1.028325143,0.573088223,1.096513314,3,0.698761148,0.37827142,0.881948617,5,1.29635236,0.829345786,1.285576079,3,0.660133602,0.427048389,0.638285681,4,0.769092456,0.500749817,0.743451605,9,1.445502507,0.941832793,1.361216102,5,0.883201315,0.575698601,0.843358398
nrfE,NC_000913,4291512..4293170,948579,1.111149688,1.039727861,0.056205965,0.850272469,0.906876437,1,4,0.534554156,0.29399652,0.962417114,8,0.907786534,0.518126278,1.517487022,10,1.413462774,0.811606608,2.412672406,12,1.463954454,0.806427216,2.502492137,8,1.207735133,0.657452372,2.287545017,8,1.209951851,0.672673102,2.340322807,6,0.887066688,0.498888029,1.662793597,4,0.676828827,0.381338308,1.277881819,9,1.334684215,0.743822915,2.467154956,6,0.806165665,0.436414405,1.763897234,8,1.196488688,0.765457666,2.056921727,7,0.888534257,0.574803528,1.489333256,13,1.441874509,0.938792718,2.416217716,12,1.111790957,0.724399423,1.814954802,9,0.917060027,0.597768783,1.518045117
nrfF,NC_000913,4293163..4293546,948578,2.633370334,1.240854909,0.311334434,0.452051948,0.598555206,1,7,4.041521754,2.222774471,1.684229949,6,2.941441131,1.678850577,1.138115267,6,3.663960534,2.103836503,1.447603444,5,2.635308636,1.451673992,1.042705057,4,2.608896596,1.42019985,1.143772508,1,0.653421264,0.363269751,0.292540351,1,0.638734216,0.359225364,0.277132266,4,2.924112041,1.64750066,1.277881819,7,4.484863366,2.499425783,1.918898299,3,1.741443799,0.942723304,0.881948617,0,0,0,0,3,1.64517671,1.064284657,0.638285681,8,3.833445209,2.495924871,1.48690321,7,2.801915883,1.825618599,1.058723635,6,2.641323931,1.721698629,1.012030078
nrfG,NC_000913,4293543..4294139,948592,3.341731157,1.165836188,0.221365089,0.464625089,0.610339136,1,5,1.856836987,1.021231631,1.203021392,13,4.099294843,2.339704656,2.465916411,7,2.749504722,1.578758381,1.688870684,11,3.729160361,2.054228121,2.293951126,8,3.356168486,1.826990761,2.287545017,9,3.782619576,2.10294851,2.632863157,6,2.465064715,1.386357186,1.662793597,9,4.231880742,2.384322564,2.875234093,11,4.533156941,2.526339916,3.015411613,7,2.613624194,1.414874506,2.057880106,12,4.987373703,3.190689116,3.08538259,11,3.880081756,2.510071686,2.34038083,8,2.465733602,1.605419012,1.48690321,6,1.544774873,1.006514777,0.907477401,13,3.681041057,2.399419195,2.192731836
gltP,NC_000913,4294481..4295794,948591,44.06308482,-1.251112915,-0.323212,0.008597086,0.026164536,1,178,30.03327842,16.51783873,42.82756157,238,34.09743631,19.46137898,45.14523891,288,51.39582995,29.5113504,69.48496529,255,39.27692871,21.63590826,53.17795791,156,29.73427353,16.18638733,44.60712783,154,29.40694052,16.34879757,45.05121403,162,30.23925277,17.00661452,44.89542712,134,28.62692336,16.12895624,42.80904095,131,24.52778503,13.66939711,35.91081103,139,23.57973217,12.76478921,40.86361925,232,43.80842259,28.02658582,59.65073008,263,42.14857594,27.26642213,55.95637803,321,44.95108354,29.26728342,59.66199129,375,43.86561069,28.58111309,56.71733756,354,45.54173134,29.68554348,59.7097746
yjcO,NC_000913,complement(4296436..4297125),948586,69.96630705,1.068537961,0.095638163,0.37449219,0.522216961,1,243,78.07918797,42.94234606,58.46683967,263,71.75411177,40.9542216,49.88738585,210,71.36757909,40.97907624,50.66612052,219,64.23736668,35.38550029,45.6704815,173,62.79500677,34.1835929,49.46816099,182,66.18305111,36.7944875,53.24234385,193,68.60560905,38.58392784,53.48652737,159,64.68644375,36.44557982,50.79580232,215,76.66052163,42.72310408,58.93759062,168,54.27247457,29.38017669,49.38912254,199,71.55977754,45.78060858,51.16592795,213,65.00593889,42.05312592,45.31828335,266,70.93540351,46.18546196,49.43953172,298,66.38278226,43.25241977,45.07137758,310,75.94763304,49.50507362,52.2882207
fdhF,NC_000913,complement(4297219..4299366),948584,30.93377808,2.481034372,1.310941722,6.72545E-07,5.33046E-06,0.003017038,336,34.68032075,19.07364016,80.84303757,320,28.04502531,16.00691797,60.69948088,610,66.59265328,38.23732639,147.1730168,741,69.81948422,38.46043988,154.5288895,153,17.83960578,9.711310703,43.74929845,160,18.69003838,10.39073255,46.80645613,150,17.12806837,9.632858936,41.56983993,207,27.05212033,15.24168209,66.13038415,156,17.86786746,9.95780807,42.76401924,112,11.62259698,6.291844171,32.92608169,112,12.93745171,8.276778283,28.79690417,121,11.86242872,7.673948214,25.74418913,143,12.24989195,7.975804615,26.57839487,222,15.88572261,10.35051439,33.57666384,177,13.92966364,9.079796122,29.8548873
mdtP,NC_000913,complement(4299564..4301030),948583,0.994456703,1.096586504,0.133019624,0.687334251,0.79219925,1,6,0.906774381,0.498711888,1.443625671,11,1.411570931,0.805665171,2.086544655,9,1.438610271,0.826046234,2.171405165,6,0.827777927,0.455985941,1.251246069,5,0.853626698,0.464687067,1.429715636,5,0.855193474,0.475445073,1.462701754,2,0.334388465,0.188060723,0.554264532,9,1.722176417,0.970307137,2.875234093,2,0.335414847,0.186927549,0.548256657,8,1.215568132,0.658042715,2.351862978,6,1.014813259,0.649230198,1.542691295,7,1.004825039,0.650033437,1.489333256,6,0.7525782,0.489997521,1.115177407,10,1.047751192,0.682673622,1.512462335,10,1.152315826,0.751115966,1.686716797
mdtO,NC_000913,complement(4301027..4303078),948582,1.781546271,1.322209089,0.402950337,0.111936261,0.210367016,1,9,0.972396211,0.53480288,2.165438506,26,2.385262204,1.361407095,4.931832822,20,2.285511444,1.312334661,4.825344812,17,1.676734384,0.923638189,3.545197194,12,1.464643703,0.797305179,3.431317525,17,2.078720277,1.155665173,4.973185964,16,1.912467361,1.07557536,4.434116259,16,2.188809013,1.233216869,5.111527277,12,1.43875316,0.801820803,3.289539942,13,1.412164952,0.764469579,3.821777339,8,0.967336615,0.618856856,2.056921727,14,1.436723521,0.929433774,2.978666511,18,1.614082193,1.050915735,3.345532222,22,1.647910427,1.073713863,3.327417137,19,1.565228996,1.020265854,3.204761914
mdtN,NC_000913,complement(4303078..4304109),948598,1.983705971,1.164166542,0.21929746,0.477311598,0.619745247,1,10,2.148317211,1.181541247,2.406042785,18,3.28346917,1.87406576,3.4143458,6,1.363334152,0.782822885,1.447603444,14,2.745623881,1.51244174,2.91957416,12,2.912256666,1.585339367,3.431317525,7,1.701934454,0.94619098,2.047782456,8,1.901348365,1.069322015,2.217058129,3,0.816031267,0.459767626,0.958411364,7,1.668786369,0.930018896,1.918898299,6,1.295958176,0.701561528,1.763897234,10,2.404281412,1.538147127,2.571152158,4,0.816211701,0.528017194,0.851047575,13,2.317897103,1.509163875,2.416217716,15,2.234085754,1.455642737,2.268693503,11,1.801833379,1.174492088,1.855388476
ytcA,NC_000913,complement(4304128..4304403),5061530,0.378054956,-1.309346255,-0.388846667,0.706056039,0.807640368,1,0,0,0,0,0,0,0,0,1,0.849614037,0.487846146,0.241267241,1,0.733303273,0.403944067,0.208541011,1,0.907442294,0.493982556,0.285943127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.333372246,0.868147781,0.371725802,1,0.556902536,0.362855871,0.151246234,0,0,0,0
yjcS,NC_000913,complement(4304612..4306597),948597,0.88161869,1.389185023,0.474238762,0.153894093,0.2698862,1,8,0.893076883,0.491178476,1.924834228,13,1.232265368,0.703325116,2.465916411,8,0.944585999,0.542378796,1.930137925,6,0.611455297,0.336823452,1.251246069,8,1.008878442,0.54920115,2.287545017,7,0.884388901,0.49167628,2.047782456,7,0.864510359,0.486202306,1.939925863,4,0.565387222,0.318549977,1.277881819,11,1.36268615,0.759428464,3.015411613,4,0.448952278,0.243038435,1.175931489,1,0.124935469,0.079927887,0.257115216,5,0.530167721,0.342971893,1.063809468,12,1.111814925,0.723893618,2.230354815,13,1.006126031,0.655552298,1.966201036,6,0.510709159,0.332896412,1.012030078
alsK,NC_000913,complement(4306870..4307799),948596,7.065513479,1.154330376,0.207056191,0.274400646,0.414744373,1,28,6.675029477,3.671162998,6.736919798,37,7.489604945,4.274750715,7.018377477,34,8.572879701,4.92252498,8.20308618,42,9.140270469,5.034967342,8.75872248,27,7.271247287,3.958234419,7.720464432,29,7.824192678,4.349862311,8.483670174,30,7.912062552,4.449759353,8.313967985,17,5.131345001,2.891097933,5.430997732,23,6.084533525,3.39092604,6.304951555,19,4.55396916,2.465272123,5.585674573,23,6.136346623,3.925748409,5.913649965,41,9.283749867,6.005769762,8.72323764,28,5.539946624,3.607014007,5.204161234,40,6.610972037,4.307450334,6.04984934,36,6.54366703,4.265369507,6.072180468
alsE,NC_000913,complement(4307783..4308478),948595,5.104418958,-1.22333966,-0.290825023,0.266596473,0.405957834,1,16,5.096697384,2.803104752,3.849668456,18,4.868592217,2.778787161,3.4143458,17,5.72757049,3.288755913,4.10154309,11,3.198719448,1.76203188,2.293951126,8,2.878782451,1.567117075,2.287545017,6,2.1630497,1.202548142,1.755242105,7,2.466835594,1.387353132,1.939925863,9,3.629932189,2.045173233,2.875234093,10,3.534867677,1.969990765,2.741283285,11,3.522920789,1.907118407,3.233811595,12,4.277962788,2.736841095,3.08538259,25,7.564030852,4.89326279,5.319047342,18,4.758759569,3.098389495,3.345532222,25,5.521016518,3.597278027,3.781155838,14,3.400325061,2.216439614,2.361403515
alsC,NC_000913,complement(4308489..4309469),948594,2.933420474,1.410044945,0.495741149,0.079592815,0.161489539,1,14,3.164004798,1.740153715,3.368459899,11,2.110881301,1.204802045,2.086544655,10,2.390351419,1.372533499,2.412672406,23,4.745167354,2.613901059,4.796443263,8,2.042438925,1.111838414,2.287545017,7,1.790414227,0.995381337,2.047782456,12,3.000292833,1.687370519,3.325587194,11,3.147668007,1.773456368,3.514175003,15,3.761877528,2.096503934,4.111924927,14,3.181108346,1.722079674,4.115760212,9,2.276347172,1.456300766,2.314036943,12,2.575934177,1.666402888,2.553142724,14,2.625968583,1.7097467,2.602080617,13,2.036866767,1.327142572,1.966201036,12,2.067825463,1.347874156,2.024060156
